"State","Bill Number","Name","Summary","Bill Progress","Last Action","Action Date"
"MD","SB163","Charles County Public Library - Imagination Library Program - Funding","AN ACT concerning Charles County Public Library - Imagination Library Program - Funding FOR the purpose of authorizing the Charles County Public Library to partner with an Imagination Library Program to provide free books to children up to a certain age; requiring the Governor to include in the annual budget bill a certain appropriation to the Charles County Public Library for certain fiscal years; providing for the termination of this Act; and generally relating to the Charles County Public Library. BY adding to Article - Education Section 23-510 Annotated Code of Maryland (2022 Replacement Volume and 2023 Supplement)","In Committee","Senate Budget and Taxation Hearing (12:00:00 1/18/2024 )","01/18/2024"
"MD","SB164","Estates and Trusts - Interested Person - Definition","Altering the definition of ""interested person"" for purposes of provisions of law governing the estates of decedents, guardians of persons and property, trusts, and powers of attorney.","Crossed Over","Referred Judiciary","02/09/2024"
"MD","SB165","Education – Coaches – Mental Health Training","Requiring the State Department of Education to develop guidelines for public schools and the Maryland Higher Education Commission to develop guidelines for public institutions of higher education to train coaches to recognize indicators of mental illness and behavioral distress in students who participate in athletic programs in public schools and public institutions of higher education; requiring public schools and public institutions that offer athletic programs to provide a certain mental health training to coaches; etc.","Crossed Over","Referred Appropriations Ways and Means","02/28/2024"
"MD","SB166","Waterway Incident Notification System (WINS) Workgroup","Establishing the Waterway Incident Notification System (WINS) Workgroup to study issues and factors regarding the feasibility of establishing a Waterway Incident Notification System to notify members of the public of certain active waterway emergencies; and requiring the Workgroup to submit to the Governor and the General Assembly an interim report of its findings and recommendations on or before December 31, 2024, and a final report on or before September 30, 2025.","Crossed Over","Referred Environment and Transportation","02/12/2024"
"MD","SB167","Physician Assistants - Revisions (Physician Assistant Modernization Act of 2024)","Requiring that a physician assistant have a collaboration agreement, rather than a delegation agreement, in order to practice as a physician assistant; altering the scope of practice of a physician assistant; altering the education required for licensure as a physician assistant; and authorizing physician assistants who are employees of the federal government to perform acts, tasks, or functions as a physician assistant during a certain disaster.","In Committee","Senate Finance Hearing (13:00:00 2/20/2024 )","02/20/2024"
"MD","SB168","Task Force to Study Aggressive and Reckless Driving","Establishing the Task Force to Study Aggressive and Reckless Driving to study data, research, initiatives, and policies regarding aggressive and reckless driving; and requiring the Task Force to submit an interim report by December 1, 2024 and a final report by December 1, 2025, on its recommendations on actions, interventions, and policies that could reduce aggressive and reckless driving including legislation to be introduced in the 2026 legislative session.","In Committee","Withdrawn by Sponsor","02/05/2024"
"MD","SB169","Green and Renewable Energy for Nonprofit Organizations Loan Program and Fund","Establishing the Green and Renewable Energy for Nonprofit Organizations Loan Program in the Maryland Energy Administration to provide financial assistance in the form of no-interest loans to nonprofit organizations for the planning, purchase, and installation of qualifying energy systems; establishing the Green and Renewable Energy for Nonprofit Organizations Loan Fund; authorizing, in fiscal year 2026, the Governor to include in the annual budget bill an appropriation of $5,000,000 for the Fund; etc.","Crossed Over","Referred Economic Matters Appropriations","02/14/2024"
"MD","SB170","County Boards of Education - Bid Advertisement Threshold and Electronic Posting of Hearing Notices and Bid Advertisements","Requiring county boards of education to post certain hearing notices and bid advertisements on the websites of certain local school systems; increasing the threshold amount of costs of school buildings, improvements, supplies, and equipment that require county boards to advertise for bids from $25,000 to $100,000; and updating the reference to the State's centralized procurement platform on which county boards may advertise for bids for school buildings, improvements, supplies, or equipment.","Crossed Over","Referred Appropriations","02/02/2024"
"MD","SB172","Private Passenger Motor Vehicle Insurance - Premium Increases - Collisions With Wild Animals","Prohibiting an insurer, with respect to private passenger motor vehicle insurance, from increasing a premium based on the claims history of an insured where two or fewer of the claims within the immediately preceding 3-year period were for accidents or losses caused by a collision with a free-roaming wild animal and for which the insured was not at fault for the loss.","In Committee","Senate Finance Hearing (13:00:00 1/31/2024 )","01/31/2024"
"MD","SB174","Child Support - Suspension of Driver's Licenses","AN ACT concerning Child Support - Suspension of Driver’s Licenses FOR the purpose of altering provisions of law relating to the authority of the Child Support Enforcement Administration to notify the Motor Vehicle Administration of an individual’s child support arrearages for the purpose of suspending the individual’s driver’s license or privilege to drive under certain circumstances; and generally relating to the suspension of an individual’s driver’s license or privilege to drive for child support arrearages. BY repealing and reenacting, with amendments, Article - Family Law Section 10-119 Annotated Code of Maryland (2019 Replacement Volume and 2023 Supplement) BY repealing and reenacting, without amendments, Article - Family Law Section 12-201(q) Annotated Code of Maryland (2019 Replacement Volume and 2023 Supplement) BY repealing and reenacting, with amendments, Article - Transportation Section 16-203 Annotated Code of Maryland (2020 Replacement Volume and 2023 Supplement)","In Committee","Senate Judicial Proceedings Hearing (14:00:00 2/7/2024 )","02/07/2024"
