title,publication_date,domain,topic,topic_summary,x,y,url
"DOGE impersonators demand sensitive information at S.F. City Hall, flee before deputies arrive, authorities say",2025-02-14,latimes.com,0,uncategorized,6.8881197,12.22655,https://www.latimes.com/california/story/2025-02-14/doge-impersonators-demanded-sensitive-information-fled-after-being-turned-away
DOGE Discovers $1.9 Billion HUD Money 'Misplaced' By Biden Administration,2025-02-15,breitbart.com,0,uncategorized,-19.840235,22.538568,https://www.breitbart.com/pre-viral/2025/02/15/doge-discovers-1-9-billion-hud-money-misplaced-by-biden-administration/
"Musk, after spat with astronaut, calls for deorbiting the International Space Station",2025-02-20,politico.com,0,uncategorized,24.445137,-8.441988,https://www.politico.com/news/2025/02/20/elon-musk-iss-deorbit-00205268
"Federal judge skeptical of effort to block Musk's DOGE from accessing data, firing employees",2025-02-17,foxnews.com,1,Elon Musk's Influence in Government,-12.913639,-8.505984,https://www.foxnews.com/politics/federal-judge-declines-block-musks-doge-from-accessing-data-firing-employees
Exclusive: Trump HUD secretary cancels $4M in DEI contracts after launching DOGE task force,2025-02-20,foxnews.com,0,uncategorized,-22.301935,23.937431,https://www.foxnews.com/media/exclusive-trump-hud-secretary-cancels-4m-dei-contracts-after-launching-doge-task-force
Trump Signs DOGE-Based Order to Create Hiring Ratio for Federal Workers,2025-02-11,breitbart.com,0,uncategorized,-14.355383,3.1481297,https://www.breitbart.com/politics/2025/02/11/trump-signs-doge-based-executive-order-to-create-eventual-hiring-ratio-for-federal-workforce/
"Sheryl Crow slams Elon Musk, waves goodbye to Tesla car in video",2025-02-15,usatoday.com,0,uncategorized,13.216463,-30.199736,https://www.usatoday.com/story/entertainment/celebrities/2025/02/15/sheryl-crow-elon-musk-tesla-car-video/78748423007/
Federal employee layoffs begin at Education Department as DOGE tries to shrink government,2025-02-13,cbsnews.com,0,uncategorized,-20.196669,4.825282,https://www.cbsnews.com/news/federal-employee-layoffs-begin-at-department-of-education/
Arkansas governor ridicules 'out-of-touch leftists' amid transgender sanctuary cities and DOGE battles,2025-02-13,foxnews.com,0,uncategorized,3.5748386,6.1068087,https://www.foxnews.com/media/arkansas-governor-ridicules-out-touch-leftists-amid-transgender-sanctuary-cities-doge-battles
Elon Musk Drops Out of the Race to Buy China's TikTok,2025-02-10,breitbart.com,0,uncategorized,21.287682,-25.409565,https://www.breitbart.com/tech/2025/02/10/elon-musk-drops-out-of-the-race-to-buy-chinas-tiktok/
"FEMA follies prove Musk, Trump and DOGE are right to go after fed spend insanity",2025-02-12,nypost.com,0,uncategorized,15.108438,14.314632,https://nypost.com/2025/02/12/opinion/fema-follies-prove-musk-trump-doge-are-right-to-go-after-fed-spend-insanity/
"GOP lawmaker clashes with CNN host over Trump and Musk, takes shot at network ratings",2025-02-18,foxnews.com,0,uncategorized,9.708647,4.168016,https://www.foxnews.com/media/gop-lawmaker-clashes-cnn-host-over-trump-musk-takes-shot-network-ratings
Elon Musk Allegedly Has 13th Child,2025-02-15,buzzfeed.com,0,uncategorized,34.08193,-9.474721,https://www.buzzfeed.com/chelseastewart/elon-musk-welcomes-13th-child
DOGE slashes over $100M in DEI funding at Education Department: 'Win for every student',2025-02-11,foxnews.com,0,uncategorized,-17.211863,13.714569,https://www.foxnews.com/politics/doge-slashes-over-100m-dei-funding-education-department-win-every-student
Elon Musk says stranded ISS astronauts were ‘left up there for political reasons’ by Biden,2025-02-18,nypost.com,0,uncategorized,24.237957,-8.216993,https://nypost.com/2025/02/18/us-news/elon-musk-says-stranded-astronauts-were-left-up-there-for-political-reasons-by-biden/
DOGE discovers $4.7 trillion in Treasury payments were missing critical code: âTraceability almost impossibleâ,2025-02-17,nypost.com,0,uncategorized,-17.690435,18.169243,https://nypost.com/2025/02/17/us-news/doge-discovers-4-7-trillion-in-treasury-payments-were-missing-critical-code/
Trump says he's weighing giving 20% of DOGE savings to Americans,2025-02-19,cnbc.com,3,DOGE stimulus check debate,-7.5648165,30.140684,https://www.cnbc.com/2025/02/19/elon-musk-will-check-with-trump-on-idea-for-tax-refunds-from-doge-savings.html
"The week in whoppers: CBS’s Margaret Brennan flips history, The NY Times’ Mara Gay sees a DOGE conspiracy and more",2025-02-20,nypost.com,0,uncategorized,6.490302,6.8678274,https://nypost.com/2025/02/20/opinion/the-week-in-whoppers-cbss-margaret-brennan-flips-history-the-ny-times-mara-gay-sees-a-doge-conspiracy-and-more/
Military submits lists of probationary employees' names to DOGE,2025-02-19,usatoday.com,0,uncategorized,-10.397064,15.604097,https://www.usatoday.com/story/news/politics/2025/02/19/military-probationary-employees-names-doge/79196723007/
"DOGE Seeks Public's Help Identifying Gov't Waste, Sets Up Affiliates",2025-02-17,breitbart.com,0,uncategorized,-18.535236,21.825756,https://www.breitbart.com/politics/2025/02/17/doge-seeks-public-help-identifying-government-waste-sets-up-over-two-dozen-affiliates/
"Sheryl Crow sells Tesla in protest of ‘President Musk,’ vows to donate cash to NPR",2025-02-15,nypost.com,0,uncategorized,12.782876,-29.294731,https://nypost.com/2025/02/15/us-news/sheryl-crow-sells-tesla-in-protest-of-president-musk/
Exclusive -- Pete Hegseth: DOGE 'Already' Looking at the Pentagon,2025-02-14,breitbart.com,0,uncategorized,-8.259945,16.187433,https://www.breitbart.com/politics/2025/02/14/exclusive-defense-secretary-pete-hegseth-doge-already-in-process-looking-pentagon/
White House outlines where DOGE savings could go after Trump floats returning 20% to Americans,2025-02-20,foxnews.com,0,uncategorized,-7.0208135,31.16611,https://www.foxnews.com/politics/white-house-outlines-where-doge-savings-go-trump-floats-returning-20-americans
House Dem expects first DOGE subcommittee meeting to be 'full-on combat',2025-02-12,foxnews.com,0,uncategorized,-1.3590865,6.833469,https://www.foxnews.com/politics/house-dem-expects-first-doge-subcommittee-meeting-full-on-combat
"Trump Media, Rumble sue controversial Brazil judge who feuded with Elon Musk",2025-02-19,nypost.com,0,uncategorized,1.8635392,-27.951443,https://nypost.com/2025/02/19/business/trump-media-rumble-sue-brazil-judge-who-feuded-with-elon-musk/
"'Get Violent and Fight': Tennessee Reverend Tells Christians to Stop Elon Musk, DOGE",2025-02-10,breitbart.com,0,uncategorized,17.467228,8.395123,https://www.breitbart.com/faith/2025/02/10/get-violent-fight-tennessee-reverend-tells-christians-stop-elon-musk-doge/
Elon Musk says he’ll drop his $97bn bid for OpenAI if it remains a non-profit,2025-02-13,theguardian.com,2,Elon Musk's OpenAI Bid,27.231918,-29.171585,https://www.theguardian.com/technology/2025/feb/13/elon-musk-openai-non-profit
"Andy Barr Details Republican Plan to 'Whip Inflation' with Tax Cuts, DOGE",2025-02-12,breitbart.com,0,uncategorized,-7.032433,34.391937,https://www.breitbart.com/politics/2025/02/12/exclusive-rep-andy-barr-details-republican-plan-to-whip-inflation-with-tax-cuts-doge-energy-dominance/
‘Obama Bros’ admit they should’ve done ‘some of the stuff’ Trump is doing with DOGE,2025-02-12,nypost.com,0,uncategorized,-7.2075467,12.463421,https://nypost.com/2025/02/12/us-news/obama-bros-admit-they-shouldve-done-some-of-the-stuff-trump-is-doing-with-doge/
Report: Top Social Security Administration Official Steps Down After Conflict with DOGE,2025-02-18,breitbart.com,0,uncategorized,11.126993,25.058716,https://www.breitbart.com/politics/2025/02/18/report-top-social-security-administration-official-steps-down-after-conflict-with-doge/
Education Dept. will temporarily shield student loan data from DOGE,2025-02-11,usatoday.com,0,uncategorized,-12.853342,8.786967,https://www.usatoday.com/story/news/politics/2025/02/11/education-dept-doge-musk-court-order/78429043007/
Marjorie Taylor Greene mum on Musk ahead of first DOGE hearing,2025-02-11,politico.com,0,uncategorized,-3.5012705,6.698789,https://www.politico.com/live-updates/2025/02/11/congress/mtg-doge-musk-00203629
Report: DOGE Lays Off 3K Probationary HHS Workers as Audits Continue,2025-02-15,breitbart.com,0,uncategorized,-19.985174,9.202313,https://www.breitbart.com/politics/2025/02/15/report-doge-lays-off-3600-probationary-hhs-workers-as-audits-continue/
Judge extends order blocking Musk’s DOGE team from Treasury payment system,2025-02-14,foxnews.com,0,uncategorized,-15.174172,-4.9309206,https://www.foxnews.com/politics/judge-extends-order-blocking-musks-doge-team-treasury-payment-system
"President Trump, Elon Musk to sit down with Fox News' Sean Hannity for exclusive interview",2025-02-14,foxnews.com,0,uncategorized,15.267366,0.0356353,https://www.foxnews.com/media/president-trump-elon-musk-sit-down-fox-news-sean-hannity-exclusive-interview
Leftists Hate Elon Musk: California Tesla Owners Targeted with Threats by 'Students Against Nazi Extremism',2025-02-12,breitbart.com,0,uncategorized,13.820519,-25.56199,https://www.breitbart.com/tech/2025/02/12/public-enemy-elon-musk-california-tesla-owners-targeted-with-threats-by-students-against-nazi-extremism/
DOGE Stops $10M in Taxpayer Funds from Paying for Circumcisions in Mozambique,2025-02-17,breitbart.com,0,uncategorized,-17.993408,24.326927,https://www.breitbart.com/politics/2025/02/17/doge-stops-10-million-taxpayer-funds-paying-circumcisions-mozambique/
‘I didn't know that’: Musk surprises Trump with revelation about his 2024 endorsement,2025-02-18,foxnews.com,0,uncategorized,13.2640295,-0.46320495,https://www.foxnews.com/politics/i-didnt-know-that-musk-surprises-trump-with-revelation-about-his-2024-endorsement
"Democratic AGs sue Trump over Musk, efforts to cut government",2025-02-13,usatoday.com,0,uncategorized,-8.636059,-11.422775,https://www.usatoday.com/story/news/politics/2025/02/13/trump-lawsuit-attorney-general-musk-doge-government/78537126007/
Country singer dumps Tesla after expressing distaste for Elon Musk,2025-02-15,newsweek.com,0,uncategorized,12.651543,-30.147125,https://www.newsweek.com/entertainment/celebrity-news/sheryl-crow-dumps-tesla-elon-musk-2031762
OpenAI rejects $97.4bn Musk bid and says company is not for sale,2025-02-14,theguardian.com,2,Elon Musk's OpenAI Bid,26.75952,-28.603556,https://www.theguardian.com/technology/2025/feb/14/openai-elon-musk
"GOP lawmaker takes shot at CNN ratings in fiery interview on Trump, DOGE",2025-02-18,nypost.com,0,uncategorized,9.669851,4.28685,https://nypost.com/2025/02/18/media/rep-tim-burchett-clashes-with-cnn-host-over-trump-and-musk-takes-shot-at-network-ratings/
"Trump, Musk accuse media, pundits of ‘trying to drive us apart’ in preview of Sean Hannity interview",2025-02-14,nypost.com,0,uncategorized,16.738117,-2.130486,https://nypost.com/2025/02/14/us-news/trump-musk-accuse-media-pundits-of-trying-to-drive-us-apart-in-preview-of-sean-hannity-interview/
Trump Says DOGE Savings Could Be Returned to Taxpayers,2025-02-19,nytimes.com,0,uncategorized,-8.291831,30.830193,https://www.nytimes.com/2025/02/19/us/politics/trump-doge-savings.html
Biden CMS chief warns DOGE is moving too fast,2025-02-19,politico.com,0,uncategorized,-15.385269,0.63838214,https://www.politico.com/news/2025/02/19/biden-cms-chief-doge-00204861
Federal judge won’t immediately block Elon Musk or his team from federal data or firing workers,2025-02-18,latimes.com,1,Elon Musk's Influence in Government,-11.370107,-8.04449,https://www.latimes.com/politics/story/2025-02-18/federal-judge-wont-immediately-block-elon-musk-or-doge
Paying down the debt will help Americans VASTLY more than DOGE ‘dividends’,2025-02-20,nypost.com,0,uncategorized,-5.3619175,32.50443,https://nypost.com/2025/02/20/opinion/paying-down-the-debt-would-help-americans-more-than-doge-dividends/
DOGE Discovers $4.7T of Treasury Payments 'Almost Impossible' to Trace,2025-02-18,breitbart.com,0,uncategorized,-17.816814,18.047235,https://www.breitbart.com/politics/2025/02/18/doge-discovers-4-7-trillion-treasury-payments-almost-impossible-trace/
Elon Musk-led investor group offers $97.4 billion for control of OpenAI,2025-02-10,cbsnews.com,2,Elon Musk's OpenAI Bid,25.535637,-28.990671,https://www.cbsnews.com/news/elon-musk-open-ai-offer-97-billion-sam-altman/
Trump admin expected to enact layoffs at Defense Department amid DOGE arrival: report,2025-02-18,foxnews.com,0,uncategorized,-10.744606,15.341227,https://www.foxnews.com/us/trump-admin-expected-enact-layoffs-defense-department-doge-arrival
"DOGE dividend payments not likely to take shape, says Boston economist",2025-02-20,cbsnews.com,0,uncategorized,-4.8940506,31.626001,https://www.cbsnews.com/boston/news/doge-dividend-payments-boston-university-economist/
Defense officials prep lists of military cuts ahead of DOGE arrival,2025-02-14,nypost.com,0,uncategorized,-9.441832,17.602488,https://nypost.com/2025/02/14/us-news/defense-officials-prep-lists-of-military-cuts-ahead-of-doge-arrival/
"DOGE: Contract for $168,000 Anthony Fauci Museum Exhibit Terminated",2025-02-10,breitbart.com,0,uncategorized,-18.662418,27.890314,https://www.breitbart.com/health/2025/02/10/doge-contract-for-168000-anthony-fauci-museum-exhibit-terminated/
Trump's FCC Chair Brendan Carr Mocks Sheryl Crow Selling Her Tesla to Protest Musk: ‘Bravo’,2025-02-16,breitbart.com,0,uncategorized,11.8631,-29.534807,https://www.breitbart.com/entertainment/2025/02/16/trumps-fcc-chair-brendan-carr-mocks-sheryl-crow-selling-her-tesla-to-protest-musk-bravo/
Elon Musk still hasn’t reached out to Ashley St. Clair after baby claim— as pic reemerges of her with billionaire in 2023,2025-02-18,nypost.com,0,uncategorized,36.235287,-9.954803,https://nypost.com/2025/02/18/us-news/elon-musk-still-hasnt-reached-out-to-ashley-st-clair-as-pic-remerges-of-them-together/
Dem Rep. Crockett: Trump and Musk 'Are Idiots' — No One Should Have Confidence in the Administration,2025-02-18,breitbart.com,0,uncategorized,2.9548209,-12.959863,https://www.breitbart.com/clips/2025/02/18/dem-rep-crockett-trump-and-musk-are-idiots-no-one-should-have-confidence-in-the-administration/
DOGE Cancels $17M Project Providing 'Tax Policy Advice to Liberia',2025-02-11,breitbart.com,0,uncategorized,-17.442108,23.059996,https://www.breitbart.com/politics/2025/02/11/doge-cancels-17m-project-providing-tax-policy-advice-to-liberia/
"Stephen King returns to X, hurls insults at Trump, Musk after vowing to leave 'toxic' platform",2025-02-20,foxnews.com,0,uncategorized,18.814793,-6.7523055,https://www.foxnews.com/media/stephen-king-returns-x-hurls-insults-trump-musk-after-vowing-leave-toxic-platform
Musk backs criticism of Zelenskyy that says he ‘doesn’t want peace’,2025-02-18,politico.com,0,uncategorized,21.117159,-12.460356,https://www.politico.com/news/2025/02/18/elon-musk-volodymyr-zelenskyy-020484
Federal judge refuses to block Musk team’s access to US government data,2025-02-19,theguardian.com,1,Elon Musk's Influence in Government,-12.650331,-7.7234635,https://www.theguardian.com/us-news/2025/feb/19/musk-doge-access-data-judge-ruling
Musk opens up about dinner party that soured when Trump's name was invoked: 'Like methamphetamine and rabies',2025-02-18,foxnews.com,0,uncategorized,14.0282545,-1.5323902,https://www.foxnews.com/politics/musk-opens-up-about-dinner-party-that-soured-when-trumps-name-was-invoked-like-methamphetamine-rabies
Elon Musk says millions in Social Security database are between ages of 100 and 159,2025-02-17,foxnews.com,0,uncategorized,16.025908,23.142555,https://www.foxnews.com/politics/elon-musk-says-millions-social-security-database-between-ages-100-159
Musk is dominating the news. Does he have too much power?,2025-02-18,usatoday.com,0,uncategorized,5.6342487,-7.151742,https://www.usatoday.com/story/opinion/columnist/2025/02/18/musk-doge-power-government-trump-administration/79084776007/
"Warren: 'Only Congress' Can Shut Agencies Down, Not Trump or Musk",2025-02-10,breitbart.com,0,uncategorized,11.89389,-7.4339013,https://www.breitbart.com/clips/2025/02/10/warren-only-congress-can-shut-agencies-down-not-trump-or-musk/
"DOGE Announces Cancellation of 58 More Contracts, Saving $150 Million",2025-02-14,breitbart.com,0,uncategorized,-17.028566,22.134686,https://www.breitbart.com/politics/2025/02/14/doge-announces-cancellation-58-more-contracts-saving-150-million/
"Behar: Fox News Should Have Played Trump, Musk Interview 'On Valentine’s Day'",2025-02-19,breitbart.com,0,uncategorized,18.079277,-3.006328,https://www.breitbart.com/clips/2025/02/19/behar-fox-news-should-have-played-trump-musk-interview-on-valentines-day/
Kathy Hochul bashes Elon Musk — but then taps Al Sharpton for advice,2025-02-19,nypost.com,0,uncategorized,10.700281,-3.2193284,https://nypost.com/2025/02/19/opinion/kathy-hochul-bashes-elon-musk-but-then-taps-al-sharpton-for-advice/
White House says Elon Musk is Trump's advisor and not the DOGE administrator,2025-02-18,latimes.com,1,Elon Musk's Influence in Government,-9.166174,-3.6430101,https://www.latimes.com/world-nation/story/2025-02-18/white-house-says-elon-musk-is-trumps-advisor-and-not-the-doge-administrator
CFPB Workers Protest Elon Musk Outside Bureau Headquarters: 'Arrest Elon',2025-02-10,breitbart.com,0,uncategorized,-16.221704,-17.733011,https://www.breitbart.com/politics/2025/02/10/cfpb-workers-protest-elon-musk-bureau-headquarters-arrest-elon/
DOGE says it recovered $1.9 billion in taxpayer funds ‘misplaced’ by Biden admin,2025-02-14,nypost.com,0,uncategorized,-20.430473,22.855953,https://nypost.com/2025/02/14/us-news/doge-says-it-dug-up-another-1-9-billion-in-taxpayer-money-misplaced-by-biden-admin/
DOGE says it dug up another $1.9 billion in taxpayer money 'misplaced' by Biden admin,2025-02-14,foxnews.com,0,uncategorized,-21.072012,22.422808,https://www.foxnews.com/politics/doge-says-dug-another-1-9-billion-taxpayer-money-misplaced-biden-admin
Grimes Criticized Elon Musk Taking Son To White House,2025-02-12,buzzfeed.com,0,uncategorized,31.809288,-11.109257,https://www.buzzfeed.com/morgansloss1/grimes-criticized-elon-musk-taking-son-to-white-house
Placer County supervisor asks constituents if they want a DOGE-like citizen efficiency committee,2025-02-16,cbsnews.com,0,uncategorized,-17.443876,8.447809,https://www.cbsnews.com/sacramento/news/placer-county-supervisor-doge-like-citizen-efficiency-committee/
Elon Musk’s DOGE puts DEI on chopping block with termination of over $370M in Education Department grants,2025-02-17,nypost.com,0,uncategorized,-16.654675,14.219659,https://nypost.com/2025/02/17/us-news/elon-musks-doge-puts-dei-on-chopping-block-with-termination-of-over-370m-in-education-department-grants/
"At DOGE lawsuit hearing in New York, state attorneys general allege largest data breach in U.S. history",2025-02-14,cbsnews.com,0,uncategorized,-16.84438,-5.260197,https://www.cbsnews.com/newyork/news/doge-lawsuit-new-york-elon-musk-treasury/
"Letters to the Editor: Americans want fiscal responsibility, but no one elected Elon Musk",2025-02-11,latimes.com,0,uncategorized,5.1719503,-11.407967,https://www.latimes.com/opinion/letters-to-the-editor/story/2025-02-11/americans-want-fiscal-responsibility-but-no-one-elected-elon-musk
Chris Murphy: Elon Musk Is Hijacking American Foreign Policy to Enrich Himself,2025-02-12,breitbart.com,0,uncategorized,15.061694,-10.293835,https://www.breitbart.com/clips/2025/02/12/chris-murphy-elon-musk-is-hijacking-american-foreign-policy-to-enrich-himself/
"3 men claiming to be from DOGE show up at San Francisco City Hall, demand records",2025-02-14,cbsnews.com,0,uncategorized,6.8102217,11.693136,https://www.cbsnews.com/sanfrancisco/news/doge-3-men-show-up-at-sf-city-hall-demand-records/
Musk and His Millions Enter Wisconsin Supreme Court Race,2025-02-20,nytimes.com,0,uncategorized,21.721872,-4.718926,https://www.nytimes.com/2025/02/20/us/politics/elon-musk-wisconsin-supreme-court.html
"Sheryl Crow Sells Her Tesla, Donates Money to NPR to Protest Elon Musk",2025-02-15,breitbart.com,0,uncategorized,12.894806,-29.30704,https://www.breitbart.com/entertainment/2025/02/15/sheryl-crow-sells-her-tesla-donates-money-to-npr-in-protest-of-elon-musk/
Elon Musk opens up about his experience with 'Trump Derangement Syndrome' during 'Hannity' exclusive,2025-02-17,foxnews.com,0,uncategorized,13.770144,-1.9070994,https://www.foxnews.com/media/elon-musk-opens-up-about-his-experience-trump-derangement-syndrome-during-hannity-exclusive
'I Am Absolutely Sick of the Outrage': Katie Britt Says Dems Not Upset with DOGE Process But Result,2025-02-11,breitbart.com,0,uncategorized,5.5246167,8.996384,https://www.breitbart.com/clips/2025/02/11/i-am-absolutely-sick-of-the-outrage-katie-britt-says-dems-not-upset-with-doge-process-but-result/
Dem Rep. Frost: Trump 'Needs to Cease This Entire DOGE Operation',2025-02-13,breitbart.com,0,uncategorized,-20.399113,-12.207951,https://www.breitbart.com/clips/2025/02/13/dem-rep-frost-trump-needs-to-cease-this-entire-doge-operation/
Musk company signs preliminary agreement for Dubai project,2025-02-14,usatoday.com,0,uncategorized,25.32578,-16.290743,https://www.usatoday.com/story/money/2025/02/14/musk-boring-company-dubai-agreement/78632586007/
It’s On: Rep. James Comer to Go DOGE on the Bidens in Fight Club Live Event,2025-02-19,breitbart.com,0,uncategorized,-25.974232,14.270036,https://www.breitbart.com/politics/2025/02/19/its-on-rep-james-comer-to-go-doge-on-the-bidens-in-fight-club-live-event/
Trump and Musk are all over the news. Is it too much?,2025-02-20,usatoday.com,0,uncategorized,5.6722007,-7.5761657,https://www.usatoday.com/story/opinion/columnist/2025/02/20/trump-musk-news-coverage-forum/79331289007/
Were you let go as part of DOGE cuts? CBS News Miami would like to hear from you,2025-02-18,cbsnews.com,0,uncategorized,-19.37224,6.802364,https://www.cbsnews.com/miami/news/doge-job-cuts-elon-musk-federal-government-employees-trump-administration/
Tomi Lahren: The Swamp Is Freaking Out About DOGE Because They Know The Grift Is Over,2025-02-11,foxnews.com,0,uncategorized,13.882074,3.1372166,https://radio.foxnews.com/2025/02/11/tomi-lahren-the-swamp-is-freaking-out-about-doge-because-they-know-the-grift-is-over/
Up to 15K IRS probationary workers expected to be axed in middle of tax season amid DOGE cuts,2025-02-15,nypost.com,0,uncategorized,3.287484,19.7233,https://nypost.com/2025/02/15/us-news/irs-will-lay-off-thousands-of-probationary-workers-in-the-middle-of-tax-season/
"MI AG Nessel: Musk's DOGE Is 'Illegal, It's Unconstitutional'",2025-02-13,breitbart.com,0,uncategorized,-9.568159,-6.973038,https://www.breitbart.com/clips/2025/02/13/mi-ag-nessel-musks-doge-is-illegal-its-unconstitutional/
"HUD Sec. Scott Turner Launches DOGE Task Force, Already Finds $260 Million in Savings",2025-02-15,breitbart.com,0,uncategorized,-21.358105,24.008577,https://www.breitbart.com/politics/2025/02/15/hud-sec-scott-turner-launches-doge-task-force-already-finds-260-million-savings/
"Photos: Protestors 'push back' against Musk, Trump on Presidents Day",2025-02-17,usatoday.com,0,uncategorized,1.1907694,-20.434126,https://www.usatoday.com/story/news/nation/2025/02/17/presidents-day-protests-photos-donald-trump/78997547007/
Elizabeth Pipko: Trump and Musk Are Putting The American People First,2025-02-21,foxnews.com,0,uncategorized,13.94599,2.584673,https://radio.foxnews.com/2025/02/21/elizabeth-pipko-trump-and-musk-are-putting-the-american-people-first/
Elon Musk Says He Will Drop OpenAI Bid if Company Keeps Corporate Structure,2025-02-13,nytimes.com,0,uncategorized,23.834572,-29.038528,https://www.nytimes.com/2025/02/13/technology/elon-musk-openai-nonprofit.html
Lessons for Elon Musk from the original Doge,2025-02-17,theguardian.com,0,uncategorized,7.1280293,-12.928685,https://www.theguardian.com/technology/2025/feb/17/lessons-for-elon-musk-from-the-original-doge
Musk says DOGE has found some ‘excellent’ feds,2025-02-10,politico.com,0,uncategorized,-12.601195,2.8690546,https://www.politico.com/news/2025/02/10/musk-says-doge-has-found-some-excellent-feds-main-00203400
Johnson plays down DOGE checks at CPAC,2025-02-20,politico.com,0,uncategorized,4.22955,2.7136235,https://www.politico.com/live-updates/2025/02/20/congress/mike-johnson-cpac-doge-checks-00205285
Whitehouse: DOGE Committing 'Smash-and-Grab Robbery' on Federal Government,2025-02-20,breitbart.com,0,uncategorized,-22.406097,-10.453543,https://www.breitbart.com/clips/2025/02/20/whitehouse-doge-committing-smash-and-grab-robbery-on-federal-government/
Grassley on Musk's DOGE cuts: 'Congress can’t do anything except complain',2025-02-18,politico.com,0,uncategorized,-0.3517661,-13.36819,https://www.politico.com/live-updates/2025/02/18/congress/chuck-grassley-musk-doge-trump-00204687
Can DOGE Succeed Without Congress?,2025-02-10,foxnews.com,0,uncategorized,-1.893541,8.815222,https://radio.foxnews.com/2025/02/10/can-doge-succeed-without-congress/
"Raskin: It's'Obvious' Musk, Trump Are 'Agents of Corruption'",2025-02-21,breitbart.com,0,uncategorized,16.140846,-8.00753,https://www.breitbart.com/clips/2025/02/21/raskin-itsobvious-musk-trump-are-agents-of-corruption/
FEMA in the Hot DOGE Seat,2025-02-12,foxnews.com,0,uncategorized,15.847147,15.149485,https://radio.foxnews.com/2025/02/12/fema-in-the-hot-doge-seat/
Marlow: DOGE Has Dems Defending Every Crazy Waste of Money,2025-02-15,breitbart.com,0,uncategorized,-24.89343,14.885423,https://www.breitbart.com/clips/2025/02/15/marlow-doge-has-dems-defending-every-crazy-waste-of-money/
Raskin: 'People Have Actually Been Talking About Impeaching President Elon Musk',2025-02-11,breitbart.com,0,uncategorized,16.183067,-8.026225,https://www.breitbart.com/clips/2025/02/11/raskin-people-have-actually-been-talking-about-impeaching-president-elon-musk/
"Musk is just an adviser with no power to make decisions, White House claims",2025-02-18,theguardian.com,0,uncategorized,-8.281461,-3.4327161,https://www.theguardian.com/us-news/2025/feb/18/turmp-elon-musk-doge
Judge Delivers DOGE a Victory,2025-02-19,foxnews.com,0,uncategorized,-16.721558,-11.345354,https://radio.foxnews.com/2025/02/19/judge-delivers-doge-a-victory/
Tell Us: What Are Your Questions About Elon Musk?,2025-02-21,nytimes.com,0,uncategorized,20.89755,-5.150482,https://www.nytimes.com/2025/02/21/us/politics/musk-doge-questions.html
"DOGE versus bloated tech, drama between Taylor Swift and Blake Lively, and more from Fox News Opinion",2025-02-10,foxnews.com,0,uncategorized,16.760515,2.1325285,https://www.foxnews.com/opinion/doge-versus-bloated-tech-drama-between-taylor-swift-blake-lively-more-from-fox-news-opinion
Fmr. GAO Head: DOGE Opponents Aren't 'Providing Any Support' for Claims It's Breaking Law,2025-02-19,breitbart.com,0,uncategorized,-23.590126,11.602222,https://www.breitbart.com/clips/2025/02/19/fmr-gao-head-doge-opponents-arent-providing-any-support-for-claims-its-breaking-law/
Alex Marlow: Did Conservatives Carve Out a Musk Exception in Their Support of Traditional Families?,2025-02-17,breitbart.com,0,uncategorized,37.435505,-11.520584,https://www.breitbart.com/clips/2025/02/17/alex-marlow-did-conservatives-carve-out-a-musk-exception-in-their-support-of-traditional-families/
"DOGE wins access to sensitive Labor Department, HHS and CFPB data from federal judge",2025-02-15,nypost.com,0,uncategorized,-15.115932,-6.7159195,https://nypost.com/2025/02/15/us-news/doge-wins-access-to-sensitive-labor-hhs-and-cfpb-data-from-federal-judge/
"Chris Distefano On History and Comedy! Plus, The Media Tries to Divide Elon Musk & President Trump",2025-02-19,foxnews.com,0,uncategorized,14.842649,-4.9087753,https://radio.foxnews.com/2025/02/19/chris-distefano-on-history-and-comedy-plus-the-media-tries-to-divide-elon-musk-president-trump/
"Indiana man charged with threatening Elon Musk on X had rifle, ammunition, and ballistic vest",2025-02-19,cbsnews.com,0,uncategorized,23.615557,4.1440325,https://www.cbsnews.com/chicago/news/indiana-man-charged-threatening-elon-musk/
Elon Musk makes surprise appearance at CPAC,2025-02-20,foxnews.com,0,uncategorized,4.6333055,-0.7709531,https://www.foxnews.com/politics/elon-musk-makes-surprise-appearance-cpac
Does The Left Now Have 'Musk Derangement Syndrome?',2025-02-12,foxnews.com,0,uncategorized,14.533247,-5.363063,https://radio.foxnews.com/2025/02/12/does-the-left-now-have-musk-derangement-syndrome/
Park Rangers Fired By DOGE Are Speaking Out,2025-02-20,buzzfeed.com,0,uncategorized,-15.999952,6.4844503,https://www.buzzfeed.com/meganeliscomb/fired-park-rangers-speaking-out
"""OPENING THE BOOKS"": Martha MacCallum Joins the Guy Benson Show and Criticizes Dems' Partisan Resistance to DOGE",2025-02-12,foxnews.com,0,uncategorized,-4.252028,13.137495,https://radio.foxnews.com/2025/02/12/maccallum-guy-benson-show-doge/
Watch Live: Hearing on Government Waste and Fraud as DOGE Fights the Deep State,2025-02-12,breitbart.com,0,uncategorized,-4.4456797,8.531174,https://www.breitbart.com/politics/2025/02/12/watch-live-hearing-on-government-waste-and-fraud-as-doge-fights-the-deep-state/
